thermal_efficiency_percent,net_specific_power_kw_per_kg
33.20226873280693,21220.86110715962
33.20500240996152,21212.135808718183
33.20578683424425,21207.329119264326
33.20948412468532,21201.238868271448
33.21942941639938,21181.206634911145
33.22287445706386,21177.14266478957
33.23043886703565,21161.866016497075
33.2412940696746,21141.022759188098
33.24478655940465,21133.528516635553
33.250194778017836,21122.500528259025
33.25174911366292,21116.49668173549
33.25310680062008,21112.32130575458
33.25539825082122,21110.61426601337
33.260488410334396,21100.298005653585
33.263154380288505,21094.867885864474
33.265453356904366,21090.397009867473
33.266130007552,21079.784128603726
33.267133674686065,21078.396953162755
33.268772142063234,21074.125045099638
33.27341873180269,21073.901872261657
33.27883144202075,21062.66577376728
33.280810101604246,21058.361787423135
33.28409421648442,21050.566080333065
33.28809922741382,21038.779356954314
33.28816673167474,21032.27617876189
33.29297309244545,21029.434409252994
33.295342745473825,21028.004911500946
33.296592953666085,21025.300555229034
33.296988469528515,21023.820087545693
33.300462212982474,21017.042761027944
33.30158245089733,21014.953484111094
33.30471531642871,21003.30801439823
33.30704320439885,21003.181564472838
33.30902651473957,20995.49117195671
33.31644882223891,20983.585641888585
33.316816040662104,20982.965220990118
33.31841205551573,20977.847076367027
33.32485371451095,20966.066161820585
33.32518640932095,20958.934884954706
33.328604776921146,20949.489505419388
33.33281760987807,20948.249304244895
33.33516326884974,20942.916105809803
33.3360408641141,20942.53611056913
33.338175578513166,20937.79724699625
33.33961963000889,20925.21980887941
33.34476473329552,20923.977667998046
33.34626269949311,20917.696479197846
33.34889490489118,20915.45054187659
33.352557291757556,20906.296806068964
33.357456986815556,20892.421293454587
33.359299939365286,20878.146909239375
33.363306723825424,20878.140001843378
33.36862893730762,20873.769341476145
33.36949693233783,20866.319035894205
33.37448951147625,20860.79054751123
33.37595770172989,20858.302473954882
33.376159202967756,20855.12224360057
33.37715990971053,20854.460346448242
33.37932515020761,20850.77675204684
33.3834222964605,20842.074529885795
33.38437110237363,20840.294187989533
33.38438256631317,20835.983699959797
33.39146783633659,20825.392657827288
33.39491021617837,20816.035384019775
33.39702336026523,20813.680675502997
33.39864926183703,20809.722909213848
33.400113713665306,20807.16235002737
33.401422888727495,20803.88650922167
33.40610394753108,20794.15341528899
33.40754671291166,20789.544122627016
33.40940606374047,20787.29665791564
33.41045666722592,20785.228837598755
33.41055243865373,20781.383037391515
33.41290953204855,20777.948202309977
33.41457258745112,20776.031525756858
33.41900257999429,20765.52468813888
